Wikipedia movie ID,Predicted Label
5224,"[3, 0, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 0, 4, 3, 3, 3, 3, 1, 3]"
13901,"[3, 1, 1, 4, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 3, 4, 3, 0, 3, 4, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3]"
16782,"[3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 3, 3, 3, 4, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4, 3, 0, 4, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 4, 4, 0, 3, 4, 3, 3, 3]"
30086,"[3, 3, 4, 1, 4, 4, 0, 3, 0, 3, 1, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 1, 3, 3, 4, 3, 3, 3, 3, 3, 3, 0, 3, 3, 4, 3, 0, 4, 4, 3, 3, 0, 3, 3, 0, 4, 0, 3, 0, 0]"
31908,"[3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 0, 3, 3, 3, 3, 3]"
61483,"[3, 3, 3, 3, 0]"
61519,"[3, 0, 3, 3, 3, 3, 2, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 2, 0, 0, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 0, 0]"
61531,"[3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 4, 0, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 0, 3, 3, 3, 3, 3, 3, 3, 3]"
62122,"[3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 4, 3, 4, 3, 0, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3]"
62688,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 0, 4, 4, 4, 3, 3, 3, 4, 4, 1, 3, 4, 3, 3, 3, 3, 3, 1, 3, 3, 4, 3, 3, 4, 4, 3, 4, 4, 3, 0, 3, 2, 3, 4, 3, 1, 0, 3, 4, 3, 3, 3, 4, 3]"
62689,"[3, 3, 3, 3, 3, 0, 4, 4, 1, 4, 0, 3, 0, 0, 3, 3, 3, 3, 3, 3, 4, 5, 3, 3, 3, 3, 4, 3, 3, 3, 5, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 1, 1, 0, 3, 3, 3, 4, 4, 0, 3, 3, 3, 4, 1, 3, 3, 3, 3, 1]"
62693,"[3, 0, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 3, 3, 1, 4, 4, 4, 3, 0]"
68388,"[4, 2, 3, 0, 3, 0, 3, 3, 0, 3, 3, 0, 3, 4, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 0, 3, 3, 4, 3, 3, 1, 3, 3, 3]"
72317,"[4, 3, 3, 3, 3, 4, 3, 3, 3, 4, 0, 3, 4, 4, 3, 5, 4, 3, 3, 3, 4, 3, 0, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 4, 3, 3, 3, 0, 3, 4, 4, 3, 0, 3, 3, 4]"
73376,"[3, 3, 4, 3, 3, 3, 3, 3, 1, 4, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3]"
73422,"[4, 3, 3, 4, 3, 3, 0, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 4, 5, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 0, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 3, 4, 3, 5, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3]"
73930,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 4, 0, 4, 0, 1, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 0, 3, 3, 3, 4, 3, 3, 0, 3, 1, 4, 3, 3, 3, 3, 2, 3, 3]"
84213,"[0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 4, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 4, 4, 0, 4, 3, 3, 1, 4, 3, 3, 0, 3, 0, 3, 3]"
90684,"[4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 4, 3, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 4, 3, 3, 3, 3, 0, 1, 3, 3]"
92605,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 2, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3]"
113651,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 0, 4, 4, 3, 4, 3, 3, 0]"
145629,"[3, 3, 4, 3, 3, 3, 3, 1, 3, 2, 1, 2, 4, 0, 2, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 2, 0, 3, 3, 3, 3, 3, 3, 3]"
154635,"[3, 0, 4, 4, 3, 4, 3, 3, 3, 3, 0, 4, 3, 1, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0]"
155271,"[3, 3, 3, 3, 0, 3, 0, 3, 1, 3, 3, 3, 3, 4, 3, 4, 0, 1, 3, 4, 4, 3, 3, 3, 1, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
161460,"[4, 3, 0, 3, 0, 1, 3, 4, 3, 3]"
161496,"[3, 3, 3, 0, 3, 3, 3, 3, 3]"
165751,"[3, 0, 0, 4, 4, 3, 2, 3, 3, 0, 0, 3, 1, 3, 0]"
172299,"[4, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 1, 1, 3, 5, 0, 3]"
177783,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1]"
177830,"[3, 3, 2]"
179064,"[3, 3, 3, 4, 3, 1, 3, 1, 3, 3, 3, 4, 3, 4, 4, 3, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 1, 3, 0, 3, 3, 3, 0, 3, 0]"
187103,"[3, 4, 3, 3, 3, 4, 3, 3, 3, 1]"
187107,"[0, 1, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 3, 3, 4, 0, 3, 0, 3, 2, 3]"
187635,"[4, 0, 3, 3, 1, 3, 3, 0, 3, 3, 3, 3, 4, 3, 3, 3, 0, 3, 5, 3, 3, 1, 3, 0, 0, 3, 2, 4, 4, 0, 3, 1, 1, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 4, 3, 3, 3, 4, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 1]"
189776,"[3, 0, 3, 3, 3, 3, 3]"
193845,"[4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 0, 0, 4, 0, 3, 3, 3, 3, 3]"
213471,"[3, 3, 2, 4, 3, 3, 3, 3, 0, 0, 3, 3, 0, 4, 3, 4, 3, 4, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
226842,"[3, 4, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 2, 0, 3, 3, 3]"
240173,"[3, 0, 3, 3, 2, 3, 3, 3, 4, 3, 3, 0, 3, 4, 3]"
244897,"[3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 4, 3, 0, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3]"
261107,"[3, 1, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 4, 4, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 0, 3, 3, 3, 4, 3, 3, 4, 4, 4, 0, 3, 3, 3, 0, 3, 3, 3]"
